708		58
314		58
440		58
192		58
828		58
963		58
778		58
416		58
161		58
923		58
213		58
989		58
159		58
457		58
30		58
925		58
536		58
3		58
753		58
997		58
444		58
618		58
241		58
425		58
463		58
672		58
702		58
274		58
58		58
564		58
938		58
717		58
120		58
524		58
423		58
511		58
763		59
179		59
646		59
692		59
682		59
677		59
654		59
716		59
59		59
718		59
875		59
422		59
383		59
111		59
903		59
623		59
541		59
634		59
519		59
108		59
190		59
169		59
11		59
415		59
271		60
152		60
574		60
988		60
993		60
136		60
82		60
658		60
508		60
124		60
12		60
518		60
714		60
263		60
886		60
151		60
726		60
15		60
592		60
539		60
862		60
378		60
757		60
325		60
319		60
246		60
641		60
160		60
537		60
530		60
170		60
174		61
837		61
845		61
150		61
535		61
122		61
109		61
911		61
935		61
57		61
32		61
590		61
13		61
615		61
367		61
621		61
579		61
29		61
315		61
690		61
235		61
218		61
207		61
790		61
230		62
616		62
588		62
44		62
589		62
361		62
931		62
339		62
332		62
303		62
299		62
882		62
696		62
445		62
861		62
135		62
433		62
994		62
614		62
168		62
826		62
830		62
489		62
815		62
465		62
839		63
937		63
73		63
196		63
915		63
1		63
2		63
297		63
965		63
701		63
421		63
350		63
227		63
228		63
752		63
183		64
140		64
760		64
411		64
577		64
776		64
917		64
912		64
905		64
187		64
569		64
773		64
502		64
298		64
890		64
531		64
474		64
145		64
464		64
560		64
624		65
595		65
452		65
869		65
364		65
896		65
647		65
804		65
660		65
546		65
533		65
365		65
42		65
811		65
399		66
992		66
20		66
185		66
854		66
668		66
222		66
681		66
499		66
639		66
496		66
738		66
379		66
482		66
723		67
936		67
945		67
946		67
203		67
984		67
739		67
888		67
544		67
158		67
96		67
636		68
369		68
453		68
881		68
51		68
515		68
607		68
651		68
653		68
459		68
320		68
562		69
294		69
33		69
659		69
323		69
731		69
103		69
366		69
781		69
231		69
958		69
71		69
513		69
6		69
674		69
408		69
817		69
637		70
940		70
268		70
242		70
866		70
786		70
133		71
255		71
979		71
971		72
785		72
116		72
290		72
891		72
657		72
324		72
521		72
779		73
528		73
83		73
969		73
491		74
443		74
591		74
683		74
195		74
853		74
883		74
38		74
64		75
63		75
756		75
334		75
501		76
126		76
153		77
346		77
557		77
555		77
824		77
70		78
54		79
548		79
584		80
836		80
951		84
358		92
